run_id,product_id,material_type,engine,prompt_id,prompt_text_path,system_prompt,model,model_version,temperature,max_tokens,seed,top_p,frequency_penalty,presence_penalty,session_id,account_id,time_of_day_label,repetition_id,scheduled_datetime,scheduled_hour_of_day,scheduled_day_of_week,started_at,completed_at,prompt_tokens,completion_tokens,total_tokens,finish_reason,output_path,date_of_run,execution_duration_sec,status,trap_flag,matrix_randomization_seed,matrix_randomization_mode,config_fingerprint,content_filter_triggered,prompt_hash,retry_count,error_type,scheduled_vs_actual_delay_sec,api_latency_ms
65a5ee53460b251c8c9b5d9dced0b56d1eda33e2,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.6,2000,12345,,,,,researcher_primary,afternoon,1,2026-04-13T16:42:00,16,Monday,2026-04-13T08:48:40.656137Z,2026-04-13T08:48:46.699387Z,4110,579,4689,stop,outputs/65a5ee53460b251c8c9b5d9dced0b56d1eda33e2.txt,2026-04-13,6.04325,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,-28399.343863,6027
1a7ddcbf991c012abb7b28b7d9957824eafa6e09,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.6,2000,12345,,,,temporal_v1,researcher_primary,morning,2,2026-04-13T10:09:00,10,Monday,2026-04-13T10:09:00.879839Z,2026-04-13T10:09:07.582010Z,4110,664,4774,stop,outputs/1a7ddcbf991c012abb7b28b7d9957824eafa6e09.txt,2026-04-13,6.702171,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,0.879839,6687
c37c0faeeee017ab78ca7983e3946341f4e3af12,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.6,2000,12345,,,,temporal_v1,researcher_primary,morning,3,2026-04-13T08:18:00,8,Monday,2026-04-13T08:54:56.879317Z,2026-04-13T08:55:02.819240Z,4110,613,4723,stop,outputs/c37c0faeeee017ab78ca7983e3946341f4e3af12.txt,2026-04-13,5.939923,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,2216.879317,5924
dc35689214fcfddb2e90d5fca3c1ab094321fc10,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,1.0,2000,12345,,,,temporal_v1,researcher_primary,afternoon,1,2026-04-13T13:03:00,13,Monday,2026-04-13T13:03:00.847172Z,2026-04-13T13:03:09.485335Z,4110,591,4701,stop,outputs/dc35689214fcfddb2e90d5fca3c1ab094321fc10.txt,2026-04-13,8.638163,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,0.847172,8623
3bffd939c48c0a1720192af14b45378535bdd34a,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/3bffd939c48c0a1720192af14b45378535bdd34a.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,1.0,2000,12345,,,,temporal_v1,researcher_primary,morning,2,2026-04-13T11:47:00,11,Monday,2026-04-13T11:47:00.861233Z,2026-04-13T11:47:06.172625Z,4110,494,4604,stop,outputs/3bffd939c48c0a1720192af14b45378535bdd34a.txt,2026-04-13,5.311392,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,0.861233,5296
d3524d3c3e2dce1837afb9ad478a0411d9174a6a,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/d3524d3c3e2dce1837afb9ad478a0411d9174a6a.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,1.0,2000,12345,,,,temporal_v1,researcher_primary,morning,3,2026-04-13T11:03:00,11,Monday,2026-04-13T11:03:00.862400Z,2026-04-13T11:03:10.339982Z,4110,573,4683,stop,outputs/d3524d3c3e2dce1837afb9ad478a0411d9174a6a.txt,2026-04-13,9.477582,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,0.8624,9462
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,openai,smartphone_mid_faq_v1,outputs/prompts/efa0c8e933d4a9edbb47ab3af9415edac4a326cf.txt,,gpt-4o-2024-08-06,gpt-4o-2024-08-06,1.0,2000,12345,,,,temporal_v1,researcher_primary,afternoon,1,2026-04-13T13:32:00,13,Monday,2026-04-13T13:32:00.868981Z,2026-04-13T13:32:08.089441Z,4110,525,4635,stop,outputs/efa0c8e933d4a9edbb47ab3af9415edac4a326cf.txt,2026-04-13,7.22046,completed,False,42,stratified_7day_balanced,,False,25df2978e362a922,0,none,0.868981,7205
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,google,smartphone_mid_faq_v1,outputs/prompts/b35546365e7008636bbb8240b5dbeeabf7a7f3f2.txt,,models/gemini-flash-latest,models/gemini-flash-latest,1.0,2000,12345,,,,,researcher_primary,evening,2,2026-04-13T19:38:00,19,Monday,2026-05-17T20:23:03.083712Z,2026-05-17T20:23:11.951756Z,4479,764,5243,MAX_TOKENS,outputs/b35546365e7008636bbb8240b5dbeeabf7a7f3f2.txt,2026-05-17,8.868044,completed,False,42,stratified_7day_balanced,,True,25df2978e362a922,0,none,2940303.083712,8694
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,google,smartphone_mid_faq_v1,outputs/prompts/d7d940cf4392ce643c105c90a7ca4b37b675674f.txt,,models/gemini-flash-latest,models/gemini-flash-latest,1.0,2000,12345,,,,,researcher_primary,morning,3,2026-04-13T10:32:00,10,Monday,2026-05-17T20:23:12.010938Z,2026-05-17T20:23:21.551553Z,4479,354,4833,MAX_TOKENS,outputs/d7d940cf4392ce643c105c90a7ca4b37b675674f.txt,2026-05-17,9.540615,completed,False,42,stratified_7day_balanced,,True,25df2978e362a922,0,none,2973072.010938,9312
f5aade178f36b1e2fbac1ced289cb7a78874b2ce,smartphone_mid,faq.j2,google,smartphone_mid_faq_v1,outputs/prompts/f5aade178f36b1e2fbac1ced289cb7a78874b2ce.txt,,models/gemini-flash-latest,models/gemini-flash-latest,0.6,2000,12345,,,,,researcher_primary,evening,1,2026-04-13T21:10:00,21,Monday,2026-05-17T20:23:21.609214Z,2026-05-17T20:23:31.398514Z,4479,406,4885,MAX_TOKENS,outputs/f5aade178f36b1e2fbac1ced289cb7a78874b2ce.txt,2026-05-17,9.7893,completed,False,42,stratified_7day_balanced,,True,25df2978e362a922,0,none,2934801.609214,9601
